,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189
574,0,3,2,2,6,2,0,8,5,0,0,2,1,2,0,0,2,2,8,7,11,10,0,4,1,9,0,3,3,0,10,10,7,2,0,0,7,1,12,8,40,0,5,42,0,1,0,9,8,8,25,0,0,2,0,9,30,10,6,0,5,3,6,0,0,2,7,0,0,0,7,0,0,0,0,1,1,0,0,0,4,4,1,0,2,1,0,0,6,0,7,0,13,3,20,18,2,6,1,23,14,3,0,2,8,1,4,5,0,26,1,3,10,5,2,6,7,8,4,2,1,4,0,2,2,1,0,0,2,6,0,3,0,0,0,13,0,0,0,2,0,10,1,0,1,0,5,17,0,2,7,5,28,18,5,0,0,5,4,0,0,4,14,0,9,1,1,10,0,11,3,27,0,0,1,0,15,1,5,5,1,0,6,2,22,8,14,5,3,3
575,4,6,0,8,7,1,2,2,6,0,0,0,0,6,0,3,1,8,6,0,3,11,2,2,1,0,7,8,47,8,7,17,4,49,8,0,2,0,0,5,9,0,8,15,3,0,0,2,5,20,23,0,0,2,1,11,26,6,9,2,5,2,24,0,7,9,6,2,0,0,8,1,2,0,0,6,0,3,0,1,9,5,3,0,2,1,4,0,2,0,0,0,5,9,0,10,7,0,0,1,26,1,1,1,4,4,3,6,0,9,1,8,5,5,9,1,4,14,11,0,4,16,0,3,4,4,0,1,0,0,0,1,0,0,0,1,2,0,1,1,0,10,0,0,0,0,6,6,0,5,6,6,32,11,0,0,0,1,2,0,0,0,12,0,5,0,0,6,1,11,0,32,0,0,6,0,1,0,3,8,3,2,0,1,17,2,6,6,2,5
576,0,0,6,7,6,3,2,5,3,0,0,1,3,0,0,1,10,2,9,4,3,15,0,8,0,1,0,4,17,1,5,13,11,8,1,0,5,0,4,9,72,0,5,34,0,0,6,3,13,4,28,0,1,3,2,8,23,11,14,1,2,7,5,0,0,2,5,1,0,0,4,0,1,0,0,4,0,1,0,7,10,0,5,0,1,5,1,1,3,0,6,0,13,7,17,19,9,0,0,17,3,13,0,2,9,0,3,11,1,47,5,21,8,3,0,11,9,7,5,0,0,5,0,2,0,1,0,0,3,0,0,2,0,0,0,16,4,0,0,3,0,6,0,0,0,0,10,5,0,6,17,3,28,11,2,1,0,3,8,0,4,2,23,0,11,0,0,1,1,10,2,31,0,0,2,0,13,0,4,4,1,4,3,2,21,13,13,5,6,6
577,0,2,1,6,9,1,1,5,2,0,0,2,3,1,0,2,0,0,6,10,9,7,0,2,1,2,0,8,16,1,10,9,6,6,1,0,7,0,2,4,33,0,8,31,0,1,1,7,5,2,31,0,2,3,0,14,23,11,6,0,2,2,6,0,2,5,13,0,0,0,3,0,0,0,0,2,2,0,0,0,1,1,0,0,1,2,0,0,2,1,6,0,4,3,11,17,2,7,1,9,18,2,2,5,8,7,2,7,0,31,0,8,14,5,3,7,10,8,5,0,2,5,0,2,0,0,0,0,0,0,0,1,0,0,1,4,3,0,0,0,0,10,0,1,0,0,4,7,2,4,9,8,28,5,0,0,0,0,1,0,1,1,14,0,6,0,0,2,0,8,2,26,0,0,1,0,7,0,2,7,1,4,1,3,23,7,4,5,3,6
578,0,1,0,6,6,0,2,6,2,0,0,1,3,2,0,1,5,3,11,2,3,14,2,12,1,3,1,8,11,1,8,11,6,13,3,0,6,0,6,8,81,0,2,33,1,0,1,8,12,1,27,0,1,3,0,8,26,3,6,2,3,2,7,0,1,2,5,2,0,0,8,5,2,0,0,3,0,2,0,8,3,0,2,0,5,2,0,1,2,0,7,0,16,3,20,18,9,0,0,15,9,7,0,2,7,1,5,11,1,45,2,7,7,3,1,4,9,12,9,0,3,6,0,2,0,2,0,0,1,0,0,0,0,1,0,12,5,0,0,4,0,9,0,0,0,0,8,11,3,5,6,6,31,5,7,3,0,2,3,0,3,1,16,0,7,0,5,2,1,16,4,21,0,0,5,0,12,2,7,0,1,0,5,3,21,15,8,9,5,5
579,0,4,1,3,3,5,0,3,3,0,0,0,1,0,0,1,2,12,3,1,2,9,1,4,1,0,6,18,53,8,8,14,2,42,6,0,7,0,0,4,8,0,2,16,0,0,0,6,5,17,20,1,0,6,0,9,27,8,10,4,0,3,5,1,4,5,5,5,0,0,7,0,2,0,0,4,5,2,0,0,4,0,2,0,2,3,5,0,0,0,2,0,4,6,0,2,2,0,0,1,51,5,1,2,2,9,8,14,1,8,5,8,13,3,18,0,1,13,9,0,0,16,0,3,2,1,0,1,1,0,0,0,0,1,0,2,1,0,7,2,0,13,0,0,3,0,5,12,2,9,7,9,23,13,3,1,0,0,1,0,3,1,23,1,7,0,1,1,0,11,2,27,0,0,1,0,0,2,6,9,0,3,0,2,15,4,3,9,3,3
580,1,2,3,7,6,4,2,6,4,0,0,5,3,0,0,1,2,5,4,3,9,7,1,2,0,0,0,4,29,1,7,14,8,18,0,2,2,0,4,3,1,1,3,21,2,1,1,3,7,15,19,0,1,4,0,10,33,6,8,0,5,7,10,2,0,5,9,0,0,0,5,0,0,0,0,2,0,2,0,1,2,3,0,0,0,4,2,0,1,0,0,0,1,9,5,14,3,2,1,0,7,1,1,5,4,0,5,2,1,7,3,6,5,5,10,2,0,11,10,3,0,5,0,7,4,1,0,1,3,1,0,3,0,1,0,5,4,0,0,0,0,19,0,0,0,0,3,15,0,4,10,12,34,12,2,0,0,3,1,0,6,0,10,1,13,1,0,5,0,6,3,26,0,1,1,0,4,1,8,16,0,4,0,2,12,3,5,5,2,8
581,0,1,2,10,7,2,2,8,5,0,0,2,2,2,0,2,1,1,6,7,14,22,4,3,1,2,1,8,3,0,8,15,6,4,1,1,7,0,19,8,8,0,7,32,0,2,0,3,10,11,20,0,0,9,2,8,27,10,5,0,1,8,1,0,1,3,4,1,0,0,7,0,0,1,0,8,0,7,0,0,5,0,1,0,2,1,2,0,1,0,5,0,2,6,13,17,6,8,1,4,16,5,0,4,13,1,2,16,1,15,3,12,8,10,2,7,1,12,15,7,0,3,0,3,0,0,0,0,1,5,0,2,0,0,0,10,2,0,0,2,0,10,0,0,0,0,8,9,0,4,9,9,25,7,3,0,0,0,5,0,0,0,6,0,7,2,2,13,0,8,4,26,0,1,2,0,15,2,2,4,0,8,7,4,20,9,9,8,6,6
582,0,2,0,6,13,4,5,1,6,0,0,2,5,2,0,1,4,5,14,0,4,6,0,4,3,1,8,30,45,4,3,13,6,20,2,0,3,9,3,8,13,0,7,18,3,2,1,5,7,14,26,0,1,10,0,8,22,9,18,0,7,8,20,0,4,10,9,5,0,0,2,0,3,0,0,3,1,3,0,2,20,3,3,0,5,4,3,0,2,0,4,0,7,6,0,9,6,0,1,1,47,12,1,1,7,4,11,16,1,15,3,7,7,6,19,7,0,13,5,1,2,8,0,5,2,0,0,2,3,1,0,5,0,1,1,4,2,0,11,1,0,5,0,0,0,0,6,1,5,6,6,11,31,8,3,0,0,0,1,0,0,0,9,1,4,0,0,2,1,9,6,23,0,0,2,0,0,1,1,6,0,1,0,0,20,6,5,5,7,7
583,1,2,1,3,5,2,3,3,3,0,0,0,6,3,0,1,2,20,8,0,3,10,2,7,0,0,4,10,43,9,7,20,3,40,8,1,3,0,2,4,8,0,6,9,4,0,0,7,9,13,22,0,0,2,3,8,25,5,12,0,4,3,10,0,4,5,10,0,0,0,6,0,2,3,0,2,0,1,0,1,4,4,2,0,0,1,4,0,0,0,3,0,5,7,1,9,6,0,0,0,28,2,0,3,6,0,11,13,0,9,4,15,8,9,11,0,1,7,10,12,4,6,0,5,0,0,1,2,1,0,0,0,0,2,0,2,2,0,0,0,0,14,0,0,0,0,10,2,0,3,5,10,24,14,3,0,0,0,1,0,2,0,14,0,2,0,0,10,1,7,3,30,0,0,8,0,2,0,3,4,3,7,1,5,22,5,11,5,0,6
584,0,7,1,7,9,4,5,2,7,0,0,2,2,5,0,5,7,1,7,0,7,3,1,6,3,1,13,18,25,2,5,18,4,7,2,0,2,2,0,3,10,0,4,17,1,2,0,5,13,13,24,0,0,7,2,8,29,11,4,0,4,1,16,0,4,9,4,1,0,0,6,0,1,1,0,6,0,1,0,1,9,2,1,0,2,3,2,0,0,0,2,0,6,0,0,7,5,0,2,0,48,10,0,0,5,4,6,16,0,12,3,5,11,6,8,3,3,11,3,2,4,9,0,1,2,6,0,10,2,0,0,2,0,1,0,5,2,3,8,2,0,12,0,0,1,0,3,4,2,3,2,6,31,14,2,0,0,0,2,0,0,0,13,0,4,0,1,2,0,11,0,31,0,0,1,0,0,2,1,4,0,4,0,1,18,7,15,12,7,11
585,0,2,0,7,6,6,7,8,4,0,0,2,0,7,5,3,6,0,9,0,5,14,1,19,0,0,5,15,20,4,13,7,9,21,3,0,1,1,3,2,26,0,11,12,14,6,2,14,7,18,27,0,0,9,0,14,24,18,8,5,7,4,16,0,8,12,7,0,0,0,2,0,1,4,0,6,0,2,0,1,15,3,5,0,5,10,0,0,0,2,5,0,15,4,0,11,8,0,0,2,45,15,0,0,10,2,15,13,1,54,5,11,8,7,14,16,4,14,8,0,1,16,0,4,0,1,0,4,1,0,0,3,0,4,0,4,2,5,8,4,0,6,0,0,3,0,3,5,11,0,7,4,32,10,0,0,0,0,0,0,0,0,12,2,9,1,0,2,0,16,1,33,0,0,4,0,1,0,6,10,1,2,0,1,16,12,21,4,10,5
586,0,3,4,6,8,3,2,11,5,0,0,1,6,2,0,1,2,2,8,7,4,13,1,7,0,7,0,11,0,1,9,5,7,1,0,1,4,2,8,8,35,0,4,34,0,4,0,5,7,8,21,0,1,5,0,5,24,7,8,1,5,8,11,0,3,4,5,0,0,1,5,0,1,0,0,4,0,2,0,2,3,0,2,0,0,5,0,0,1,0,0,0,6,1,5,12,1,2,0,4,17,3,0,0,7,3,5,3,0,19,2,6,7,6,3,7,7,7,4,0,1,8,0,5,0,3,0,1,0,0,0,0,0,3,0,6,2,0,0,2,0,14,0,0,1,0,7,21,0,7,10,1,27,13,1,3,0,2,4,0,3,0,14,0,3,0,0,6,1,11,2,31,0,1,0,0,8,1,3,10,2,3,2,0,21,9,9,14,1,5
587,0,3,1,5,5,5,1,3,1,1,0,1,2,6,0,3,6,1,3,0,2,11,1,5,0,0,5,15,19,0,11,21,5,7,2,0,6,6,0,2,27,0,6,12,4,0,2,5,5,11,28,0,2,5,2,6,23,12,1,0,3,4,12,0,5,7,7,2,0,0,4,0,2,2,0,1,0,5,0,0,13,0,3,0,5,6,0,0,0,0,3,0,6,2,1,9,11,0,0,0,34,12,0,4,7,0,9,13,4,28,7,3,13,3,7,3,1,8,3,4,0,6,0,0,0,1,0,3,1,0,0,1,0,1,0,4,0,1,3,1,0,10,0,0,2,0,4,1,3,3,1,7,23,14,1,0,0,0,4,0,2,0,13,1,3,0,0,1,0,4,2,26,0,1,3,0,0,0,4,4,0,3,0,1,15,9,6,6,3,6
588,0,3,1,4,4,1,1,2,2,0,0,3,5,6,0,1,3,2,2,0,4,5,2,2,1,0,3,11,35,0,11,12,1,14,3,0,6,0,4,2,3,0,6,19,2,2,1,4,12,19,22,1,0,3,1,10,26,2,10,1,5,6,7,0,1,3,6,1,0,1,4,0,1,4,0,1,2,3,0,0,0,3,2,0,1,1,1,0,5,1,1,0,7,2,11,13,8,3,0,0,15,3,0,1,8,0,5,4,0,9,3,9,10,8,9,1,0,6,8,4,1,9,0,1,0,2,0,2,1,0,0,0,0,1,0,3,1,0,0,1,0,15,0,0,1,0,11,5,0,4,8,3,23,12,4,0,0,1,1,0,0,0,13,1,2,0,0,4,1,7,4,29,0,0,3,0,0,1,2,3,2,1,2,5,26,5,7,9,1,8
589,1,0,3,8,8,1,1,4,1,0,0,3,4,7,0,3,3,8,5,0,4,3,0,0,0,1,3,9,44,2,5,16,6,38,5,0,4,0,1,5,3,3,5,13,0,0,0,4,6,30,16,0,0,2,1,9,28,9,13,0,3,7,7,0,2,5,3,3,0,2,9,0,0,3,0,1,2,0,0,2,6,2,1,0,0,0,1,0,0,0,1,0,5,6,0,4,2,0,0,0,27,3,2,0,4,0,4,7,0,6,4,7,9,13,4,3,3,6,11,0,1,3,0,2,5,6,0,0,2,1,0,0,0,0,0,0,1,0,0,1,0,16,0,0,0,0,7,3,0,0,5,1,23,13,0,0,0,0,0,0,1,3,17,0,3,0,0,4,1,5,0,37,0,0,1,0,0,0,1,3,1,3,0,1,16,7,2,12,3,4
590,0,6,0,8,5,9,3,4,5,1,0,2,3,2,0,0,3,1,9,1,8,9,0,2,0,1,0,5,26,0,9,14,11,5,3,2,3,1,5,6,1,2,9,18,1,0,1,1,6,19,15,0,2,3,1,11,28,9,9,1,3,2,12,0,0,7,8,0,0,1,7,0,0,0,0,5,1,0,0,0,0,5,2,0,1,3,1,0,0,0,2,0,8,4,4,6,3,0,0,1,11,1,2,0,4,0,7,4,0,3,5,5,5,5,9,2,1,5,12,1,0,3,0,4,4,4,0,2,0,1,0,2,0,1,0,7,1,0,0,3,0,7,0,0,0,0,7,6,0,6,7,14,21,10,2,0,0,1,1,0,2,1,19,1,10,0,0,5,0,10,5,33,0,0,4,0,7,1,5,8,2,6,5,1,14,3,8,9,2,7
591,0,8,1,9,10,6,3,9,3,0,0,4,1,5,0,2,4,10,12,1,8,22,3,7,2,0,9,15,57,9,3,19,6,31,10,0,1,0,7,8,9,3,4,13,3,0,0,4,2,25,19,0,0,8,1,8,35,9,14,3,4,11,22,0,5,9,6,6,0,0,5,0,2,1,0,7,1,4,0,1,8,5,2,0,0,6,4,0,1,0,4,0,7,8,1,7,8,0,0,1,44,12,1,0,9,5,9,13,0,12,4,21,11,5,20,8,0,11,12,0,0,9,0,4,1,2,0,3,0,0,0,1,0,2,0,8,4,0,8,3,0,8,0,0,2,0,5,18,0,5,6,5,34,12,2,0,0,4,2,0,0,3,27,2,6,0,0,6,2,11,5,22,0,0,0,0,0,0,3,7,0,4,0,0,18,5,12,6,3,2
592,0,3,0,4,9,4,4,5,3,0,0,1,1,3,0,1,7,10,9,1,4,5,1,6,8,2,14,20,26,10,4,20,4,14,2,0,3,4,2,6,12,0,6,18,7,0,2,10,5,21,21,0,1,3,2,10,28,7,19,3,6,4,7,0,5,5,8,0,0,0,5,0,1,0,0,7,0,1,0,3,15,0,4,0,7,6,3,0,0,1,6,0,15,7,1,9,6,0,0,1,47,12,0,0,6,2,8,14,0,31,7,15,12,3,21,7,0,10,15,3,1,5,0,1,1,2,0,5,2,0,0,3,0,3,0,6,3,0,4,4,0,10,0,0,2,0,4,5,10,2,0,7,33,14,2,0,0,0,1,0,2,0,26,1,8,1,0,4,0,9,1,30,0,0,0,0,0,0,2,2,1,2,0,5,16,8,14,8,1,5
593,0,1,0,11,5,4,2,5,0,0,0,3,4,1,0,1,3,2,5,3,8,11,1,4,0,2,0,9,12,0,12,24,5,4,1,0,4,2,9,5,5,0,4,25,0,1,1,2,7,15,20,0,0,1,2,10,23,8,32,0,4,2,9,0,1,6,4,1,0,0,2,0,0,2,0,4,0,2,0,0,1,1,1,0,1,1,0,0,2,0,2,1,4,1,20,17,3,8,0,4,18,1,0,1,10,0,4,5,1,9,2,5,12,8,1,2,3,12,6,7,1,2,0,4,0,1,0,2,1,0,0,0,0,1,3,10,2,0,0,1,0,14,0,0,0,0,11,1,0,5,6,9,22,8,1,0,0,0,1,0,2,0,19,0,0,0,0,8,0,4,2,26,0,0,2,0,5,0,6,4,0,2,1,3,22,4,8,6,2,6
594,1,5,0,4,7,2,1,6,2,0,0,2,0,3,0,2,10,3,4,3,7,12,1,12,1,8,0,6,10,1,10,15,10,15,0,0,7,1,12,4,71,0,5,22,0,0,2,9,10,14,27,0,0,2,0,10,27,6,11,0,5,5,9,0,0,1,7,0,0,1,6,2,2,0,0,3,0,1,0,1,2,4,2,0,6,6,0,0,12,0,6,0,13,9,21,15,5,0,0,23,7,4,1,1,9,1,5,9,0,45,4,9,3,5,0,9,3,9,10,6,0,7,0,2,1,3,0,5,1,0,0,0,0,0,1,20,4,0,0,1,0,16,0,0,1,0,10,11,0,2,10,0,27,9,1,0,0,2,3,0,0,0,21,2,2,0,0,3,0,6,6,24,0,0,7,0,17,0,11,6,0,1,0,7,28,15,14,10,7,3
595,0,4,0,2,5,1,3,4,0,0,0,2,3,2,0,2,1,1,3,4,4,8,0,7,0,1,0,9,8,0,13,20,8,7,0,3,4,0,7,6,5,1,5,25,0,0,0,1,10,9,23,0,0,6,3,8,24,7,7,0,0,6,10,0,3,3,5,0,0,0,6,0,1,1,1,3,0,1,0,0,0,1,0,0,0,1,1,0,0,0,2,0,6,2,4,13,1,3,0,1,15,1,0,2,10,3,2,4,0,6,3,1,11,6,0,1,2,9,10,12,0,5,0,4,0,3,0,3,0,0,0,0,0,1,1,8,6,0,0,1,0,19,0,0,1,0,10,5,0,3,7,1,24,6,1,0,0,0,2,0,0,0,27,0,0,1,0,6,0,8,3,27,0,0,2,0,10,1,1,8,0,4,0,5,21,5,11,9,2,7
596,1,2,0,5,8,2,2,6,1,0,0,0,3,1,0,2,3,6,3,0,2,14,2,4,0,0,13,19,43,7,5,23,4,37,8,0,1,0,1,5,10,5,3,22,6,0,0,7,1,24,17,1,2,13,0,9,25,6,6,2,0,1,15,0,3,5,8,0,0,0,8,0,0,1,0,2,1,5,0,3,6,2,3,0,3,2,7,0,0,0,1,0,12,6,0,8,2,0,1,0,54,8,0,1,5,2,8,17,1,7,1,11,11,8,15,3,0,10,6,0,0,10,0,2,1,2,0,3,1,0,0,0,0,0,0,4,3,1,3,6,0,20,0,0,1,0,6,3,0,3,3,4,32,13,4,1,0,0,0,0,1,0,16,1,5,0,0,0,2,7,4,25,1,0,1,0,0,0,2,11,6,1,0,1,18,5,13,5,3,7
597,2,3,2,5,5,2,3,9,3,0,0,2,3,3,0,1,5,2,5,3,11,10,0,1,3,1,0,7,6,1,12,11,5,1,0,2,9,1,4,4,23,0,3,21,0,1,0,6,1,9,21,0,0,6,0,13,24,5,8,0,1,2,7,0,1,1,5,0,0,0,3,0,1,1,0,7,0,4,0,0,2,0,2,0,0,0,1,0,9,1,5,0,5,3,19,19,3,3,1,11,10,3,0,0,13,1,7,11,0,20,3,4,9,5,2,1,10,7,11,4,0,9,0,4,3,1,0,1,1,1,0,0,0,0,0,2,2,0,0,4,0,13,0,0,3,0,12,9,0,4,6,2,19,12,1,0,0,1,1,0,0,0,27,0,2,0,3,7,0,14,2,27,0,0,2,0,10,0,3,8,0,2,4,5,21,13,5,9,2,4
598,1,4,0,4,5,3,1,2,2,0,0,1,2,2,1,1,4,2,13,0,3,8,2,10,0,2,0,9,6,0,12,9,4,30,2,0,7,0,3,5,67,0,6,26,1,1,1,4,9,3,30,0,0,2,0,6,24,3,0,2,3,7,10,0,1,4,7,0,1,0,7,4,0,0,0,4,1,2,0,9,2,0,3,0,6,2,0,0,8,2,5,0,16,8,11,23,4,0,0,12,15,2,0,2,14,1,7,14,0,38,7,7,9,8,2,13,10,6,2,3,0,5,0,1,0,2,1,0,0,0,0,1,0,1,0,3,3,0,0,0,0,9,0,0,1,0,11,9,0,3,10,8,24,7,4,1,0,0,1,0,1,0,24,1,4,0,2,1,1,7,4,22,1,0,1,0,6,1,4,5,0,2,1,5,28,19,11,10,3,3
599,0,4,0,6,9,3,1,1,2,0,0,2,2,7,1,4,7,0,4,0,3,10,1,13,0,0,10,10,8,0,8,12,9,16,2,0,9,2,3,4,28,0,6,12,10,1,0,9,11,6,21,0,0,4,0,7,33,4,3,0,5,2,11,0,4,7,2,2,0,0,3,0,0,7,2,8,0,0,0,3,11,0,4,0,5,4,0,0,0,2,2,0,12,3,1,7,6,0,2,0,38,13,0,0,6,1,6,10,0,35,3,13,13,7,9,5,1,7,12,0,0,8,0,2,0,2,1,6,3,0,0,1,0,0,0,9,0,3,5,0,0,4,0,0,0,0,3,5,5,2,2,3,27,11,3,0,0,0,1,0,3,0,11,0,6,0,0,2,0,8,5,25,0,1,1,0,1,1,2,4,2,5,0,1,22,7,15,9,8,6
600,0,2,1,5,6,3,2,7,7,0,0,3,2,6,0,2,5,1,8,6,5,5,0,10,0,3,1,4,9,4,13,16,12,15,1,0,5,0,6,5,80,0,2,38,9,1,5,8,15,6,23,0,0,3,1,7,27,8,10,1,5,6,8,0,0,4,7,1,0,0,2,1,1,1,1,4,0,2,0,5,11,0,3,0,3,0,0,0,1,1,5,0,13,9,23,15,10,0,0,8,7,5,0,1,9,2,4,13,0,51,3,16,9,8,2,7,10,10,12,4,0,9,0,7,0,4,0,0,1,0,0,0,0,2,0,13,7,0,0,3,0,7,0,0,3,0,12,13,1,8,12,6,25,15,0,0,0,3,1,0,2,0,17,0,7,0,0,4,1,8,4,16,0,0,11,0,7,0,9,11,0,6,3,3,32,12,12,2,14,2
601,0,2,2,4,5,4,1,2,2,0,0,2,1,1,0,0,3,2,8,0,5,5,0,1,0,0,0,4,7,0,7,10,2,1,0,1,4,1,11,6,32,0,5,28,0,0,0,3,3,5,18,0,0,1,0,10,29,9,5,0,1,2,1,0,5,5,8,0,0,0,7,0,0,1,0,3,0,0,0,2,0,3,2,0,1,1,1,0,2,0,1,0,12,2,20,13,0,3,0,7,9,4,1,3,6,0,5,11,0,14,3,1,15,11,1,2,5,9,11,0,0,5,0,5,0,0,0,0,2,0,0,0,0,0,0,3,1,0,0,3,0,19,0,0,1,0,6,6,0,1,7,4,25,11,2,0,0,0,2,0,0,0,16,2,0,3,0,0,0,8,0,31,0,0,1,0,6,1,3,7,0,3,5,3,21,6,5,16,3,4
602,0,5,2,3,2,6,2,7,3,0,0,2,5,7,0,2,4,9,7,0,9,11,2,15,1,0,7,14,61,10,7,15,4,49,12,0,6,0,4,2,4,0,2,16,3,0,0,5,4,15,20,0,0,5,0,10,29,4,17,1,4,6,18,2,8,9,9,0,0,0,17,0,2,0,0,6,0,3,0,1,7,5,6,0,4,1,2,0,0,0,10,0,7,7,0,10,5,0,0,1,36,3,0,0,5,0,6,7,0,12,2,9,9,6,14,1,1,9,18,1,11,9,0,2,0,9,0,0,3,0,0,1,0,4,0,3,2,0,4,3,0,9,0,0,1,0,7,0,0,5,0,4,30,11,3,0,0,1,7,0,2,0,15,2,3,1,4,5,0,13,2,25,0,0,0,0,2,0,6,3,1,2,1,2,23,5,10,9,2,9
603,0,4,0,3,2,2,0,9,1,0,0,1,2,3,0,0,1,3,2,1,16,5,0,4,0,0,1,7,5,2,12,16,5,6,1,1,3,0,6,2,6,0,6,24,1,0,0,4,4,4,16,0,0,4,2,14,26,5,5,0,2,3,8,1,1,7,10,1,0,0,7,1,1,0,0,2,1,1,0,1,1,0,5,0,1,0,0,0,0,0,2,0,6,4,10,13,3,5,0,6,14,1,0,0,6,1,3,1,0,16,3,0,8,7,6,0,1,10,9,4,3,5,0,4,0,0,1,1,1,0,0,0,0,1,0,8,2,0,0,0,0,6,0,0,3,0,6,5,0,4,5,9,23,10,2,0,0,1,1,0,1,0,14,2,2,0,0,4,0,13,4,29,0,0,4,0,4,1,3,6,0,4,1,0,17,6,12,9,1,6
604,0,12,0,8,6,5,6,4,3,0,0,2,6,10,0,6,7,1,10,0,6,3,6,4,1,2,8,11,43,7,6,7,2,25,0,0,8,1,1,6,4,0,9,14,0,0,0,4,5,9,26,0,3,5,3,13,37,20,11,2,6,6,15,1,9,5,9,2,0,0,10,0,0,0,1,2,0,0,0,4,12,2,5,0,7,4,0,0,1,0,4,0,6,5,0,8,3,0,2,0,38,12,6,1,10,7,10,3,0,25,1,6,9,5,26,7,0,2,5,1,14,10,0,2,2,2,0,2,3,0,0,0,0,1,0,4,2,0,5,5,0,9,0,0,2,0,3,1,12,2,8,14,23,9,1,0,0,0,2,0,2,0,16,0,7,0,1,6,1,12,3,26,1,1,0,0,0,0,2,4,2,1,0,1,20,4,12,2,5,2
605,1,2,1,8,6,4,3,6,8,0,0,2,7,1,0,0,1,2,2,2,6,1,0,0,0,0,0,12,10,1,10,11,4,21,0,2,7,0,2,4,1,0,10,20,1,0,0,1,1,7,22,0,0,2,0,6,40,6,15,1,5,5,6,1,3,3,11,0,0,0,5,0,1,0,0,4,1,1,0,0,1,2,4,0,0,0,0,0,0,0,2,0,2,9,7,11,3,1,0,0,5,5,0,0,6,0,2,0,0,6,0,2,11,4,2,1,2,7,12,0,5,9,0,5,0,4,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,9,0,0,1,0,4,10,0,1,7,7,25,13,2,0,0,0,2,0,3,0,19,0,5,0,0,2,0,20,2,23,0,1,1,0,0,0,3,3,0,4,0,9,16,2,2,10,4,3
606,6,2,1,7,7,2,1,2,3,0,0,1,5,3,0,0,2,1,3,5,5,1,3,1,0,1,0,5,9,2,13,11,4,23,2,0,7,0,7,7,5,0,9,21,2,0,0,2,4,12,11,0,0,3,2,15,24,7,11,2,4,8,6,1,2,2,7,0,0,0,7,0,1,0,0,5,0,0,0,0,0,4,4,0,0,0,0,0,1,0,1,0,3,10,9,13,7,1,0,0,12,4,2,1,7,2,5,5,0,6,2,2,6,9,10,5,1,5,7,1,8,4,0,2,2,1,0,1,0,0,0,2,0,4,0,2,4,0,0,0,0,10,0,0,1,0,3,8,0,3,0,11,23,13,0,0,0,0,2,0,2,0,17,0,6,0,3,3,0,9,6,31,0,0,2,0,6,0,5,4,2,4,1,3,19,8,12,4,3,5
607,1,6,0,5,6,3,2,4,3,0,0,1,1,3,0,2,8,4,4,3,15,8,2,6,1,2,0,15,11,0,6,8,2,15,0,0,3,0,4,11,61,0,4,36,4,0,1,5,6,4,18,0,0,2,3,10,26,2,9,0,5,2,10,3,0,6,8,1,0,1,6,2,0,2,0,4,0,1,0,2,3,3,0,0,1,0,0,0,9,2,5,0,11,5,4,19,7,0,0,26,10,3,1,0,10,1,9,9,0,57,0,16,14,8,4,7,5,11,11,4,10,7,0,2,0,1,0,0,1,0,0,0,0,1,0,7,1,0,0,0,0,10,0,0,1,0,11,1,0,2,8,3,28,9,2,0,0,0,5,0,0,3,21,0,2,0,4,5,1,10,2,20,0,0,3,0,5,0,5,4,0,4,3,1,25,15,15,6,4,4
608,1,6,2,7,6,2,2,3,5,0,0,3,4,1,0,4,3,12,7,0,11,10,2,10,4,1,9,11,49,5,1,15,4,38,4,0,3,1,4,3,6,0,8,10,2,0,0,5,8,20,13,0,0,5,0,16,26,10,2,0,0,2,12,1,5,3,10,4,0,0,8,0,1,0,0,9,0,2,0,1,10,11,6,0,5,3,4,0,0,0,1,0,14,12,0,14,6,1,0,2,51,12,1,0,5,4,2,17,0,5,1,19,8,7,14,1,2,8,10,0,8,7,0,2,6,3,0,0,2,0,0,0,0,2,1,4,1,1,6,3,0,13,0,0,0,0,8,5,3,3,4,7,22,14,2,0,0,0,1,0,2,1,16,2,9,0,2,8,1,15,6,20,1,0,2,0,1,1,1,4,4,2,3,2,19,4,10,6,1,4
