,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189
199,0,6,0,7,9,4,4,5,5,0,0,2,1,5,0,3,1,4,2,0,0,5,0,11,0,3,4,9,15,1,7,10,8,21,2,0,6,3,1,5,16,0,8,14,1,0,0,2,3,17,19,0,0,6,0,6,39,5,6,4,5,2,15,0,0,4,13,1,0,0,3,0,2,3,0,2,0,3,0,1,7,1,3,0,7,1,0,0,2,3,0,0,8,5,0,8,4,0,2,1,37,10,1,0,7,3,10,6,0,21,5,5,7,10,5,10,0,10,13,0,0,12,0,2,1,3,1,2,0,0,0,1,0,1,0,0,1,1,2,3,0,12,0,0,0,0,10,4,0,4,1,2,27,16,0,0,0,3,6,0,1,0,19,0,1,0,0,2,0,8,2,27,0,1,0,0,0,0,0,10,0,4,0,0,16,1,7,6,2,6
200,0,6,0,7,8,4,1,11,2,0,0,5,1,5,0,2,2,4,3,0,8,14,0,5,3,4,1,4,18,0,11,11,4,2,1,3,8,0,14,7,17,0,8,26,0,1,0,2,0,16,17,0,0,2,0,9,23,16,17,0,1,5,4,0,0,10,6,0,0,0,6,0,2,1,0,2,1,0,0,0,1,2,0,0,1,1,0,0,0,0,3,0,2,4,8,12,3,2,0,3,6,7,0,1,12,0,4,4,0,16,6,5,6,7,9,8,2,15,12,2,3,15,0,1,0,0,0,0,2,0,0,1,0,1,0,6,1,0,0,0,0,13,0,0,3,0,12,30,0,5,15,10,28,12,2,0,0,0,1,1,1,0,19,1,11,0,4,2,2,14,4,33,0,1,1,0,7,2,15,10,1,4,7,2,16,4,10,9,1,9
201,3,8,4,8,8,5,0,5,2,0,0,2,5,2,0,1,3,12,6,0,6,7,1,5,0,0,6,12,58,9,12,20,5,36,6,0,3,0,2,4,6,0,6,21,7,0,0,4,5,20,17,0,0,6,1,12,44,5,13,0,2,2,4,1,3,9,6,3,0,0,9,0,0,2,1,3,0,3,0,0,7,2,3,0,1,0,3,0,2,0,0,0,3,12,4,9,3,0,1,3,25,3,0,1,6,2,5,6,0,6,4,8,6,13,8,0,1,7,4,5,2,5,0,8,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,4,0,13,0,0,0,0,5,0,0,4,9,6,24,12,3,0,0,0,2,0,0,0,23,0,4,0,0,9,2,6,2,27,0,0,6,0,0,0,2,6,3,9,1,3,19,6,11,9,2,7
202,0,7,2,8,8,8,1,3,3,0,0,2,1,7,0,1,3,7,12,0,0,3,0,12,2,1,11,14,34,3,6,16,2,18,1,0,4,2,2,6,8,0,4,24,3,0,2,14,4,16,29,0,0,7,0,10,23,15,6,0,3,7,13,0,2,1,6,2,0,0,4,0,5,1,0,5,0,3,0,4,11,1,2,0,12,5,1,0,0,0,5,0,12,6,1,11,3,0,4,0,46,13,1,0,5,7,13,4,0,28,5,3,9,4,14,2,0,9,5,1,1,12,1,3,2,2,0,1,0,0,0,1,0,1,0,4,3,1,9,4,0,8,0,0,0,0,10,5,1,3,3,6,33,10,1,0,0,0,3,0,0,1,21,0,9,0,0,0,0,5,0,28,0,0,1,0,1,0,2,4,1,10,0,0,16,7,10,5,4,5
203,0,4,1,1,7,4,1,4,2,0,0,2,1,0,0,0,2,3,0,0,2,2,1,2,0,0,4,11,50,2,9,26,3,49,2,0,4,0,4,5,11,0,5,19,0,0,0,3,3,13,21,0,1,4,0,8,40,2,8,0,1,2,16,0,1,4,7,4,0,0,1,0,0,1,0,2,0,6,0,0,1,6,1,0,1,0,1,0,0,0,2,0,3,6,0,5,2,0,0,0,32,2,0,0,4,1,7,0,0,7,6,2,4,12,1,1,0,10,2,1,2,2,0,2,2,1,0,1,1,0,0,0,0,0,0,1,3,0,0,1,0,13,0,0,0,0,9,3,0,1,3,9,20,21,1,0,0,4,5,0,3,3,34,0,3,0,0,0,0,6,0,27,0,0,0,0,0,2,0,6,1,5,0,1,13,4,3,16,7,10
204,1,1,0,5,11,2,0,5,3,0,0,1,7,3,0,1,4,2,8,5,13,13,0,8,0,2,0,17,3,0,16,18,4,9,0,3,9,0,7,7,4,0,9,24,0,0,1,3,3,19,22,0,0,5,1,10,24,10,15,0,1,3,3,1,0,5,3,0,0,0,4,0,0,0,0,0,1,2,0,0,0,0,0,0,2,2,2,0,1,0,4,0,3,3,11,13,2,5,0,0,9,0,0,1,13,0,2,4,0,9,1,10,9,8,6,7,1,10,9,9,0,5,0,2,1,1,0,3,1,4,0,2,0,1,1,9,5,0,0,0,0,13,0,0,3,0,11,9,0,7,4,4,23,7,4,0,0,0,2,0,1,0,28,0,2,0,2,1,0,11,4,30,0,1,1,0,10,1,2,5,0,6,7,6,21,3,16,6,1,4
205,0,2,0,10,4,1,1,2,3,0,0,0,0,2,0,2,4,13,5,0,3,5,1,3,1,0,7,18,43,6,3,15,0,27,3,0,5,0,0,3,16,1,6,16,2,0,1,7,4,20,18,1,0,1,0,6,37,10,6,1,4,3,9,0,3,2,4,4,0,0,4,0,1,0,0,2,0,1,0,0,6,1,1,0,3,1,7,0,0,0,3,0,5,5,0,8,3,0,2,0,52,7,1,1,7,13,10,4,0,12,4,8,9,4,22,7,0,5,7,0,0,11,0,0,0,1,0,1,1,0,0,1,0,2,0,1,4,0,1,0,0,12,0,0,1,0,9,1,0,4,3,4,30,9,2,0,0,0,0,0,0,0,24,0,3,0,0,1,0,9,3,33,0,0,1,0,0,1,0,3,5,5,0,2,16,4,10,1,4,3
206,0,6,0,8,5,2,0,3,4,0,0,0,3,3,0,3,5,14,3,0,4,7,3,3,3,1,7,12,59,2,6,13,1,30,2,0,10,2,2,4,19,0,9,20,0,0,0,3,4,17,27,0,3,6,0,6,29,9,6,1,4,1,17,2,0,3,9,5,0,0,6,0,0,0,0,5,1,1,0,1,7,3,2,0,1,3,5,0,3,0,3,0,4,1,0,4,1,0,0,3,38,7,3,1,7,5,8,4,0,10,5,11,5,7,19,8,0,10,6,0,6,7,0,1,1,3,0,0,0,1,0,1,0,1,0,0,2,0,2,1,0,10,1,0,4,0,9,6,0,2,7,8,21,6,0,0,0,2,1,0,3,3,22,1,2,0,4,4,0,12,3,29,0,1,7,0,0,0,1,10,2,4,0,0,17,4,16,2,3,5
207,2,3,1,6,7,0,1,7,4,0,0,2,3,3,0,1,2,4,1,1,9,0,0,3,0,0,0,13,23,1,21,12,7,10,1,0,9,0,4,4,3,0,5,33,1,2,0,1,7,7,13,0,1,2,0,7,32,3,4,0,3,4,15,5,3,4,4,1,0,0,6,0,1,0,0,4,0,2,0,0,2,3,2,0,1,1,0,0,2,0,0,0,7,1,7,9,4,1,0,1,20,1,0,4,6,1,3,0,0,7,2,3,15,7,2,0,3,9,4,1,2,8,0,3,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,1,0,13,0,0,1,0,8,13,0,3,10,3,22,13,3,0,0,1,0,0,0,0,28,0,1,0,0,2,0,8,1,31,0,1,1,0,2,0,3,4,0,3,1,3,16,6,9,5,1,10
208,0,4,0,12,7,2,0,3,4,0,0,3,0,1,0,0,3,4,5,1,10,7,1,3,0,4,1,6,1,0,16,10,6,5,0,0,4,0,8,6,27,0,4,29,1,0,1,5,5,16,27,0,0,1,0,3,30,8,14,0,2,2,6,1,0,1,11,0,0,0,4,0,2,4,0,2,0,3,0,0,1,0,1,0,2,0,0,0,7,0,3,0,7,3,13,10,0,0,0,8,8,1,1,0,12,1,4,7,0,35,4,9,15,3,1,14,2,4,6,8,0,7,0,6,0,1,2,0,1,0,0,1,0,1,1,6,5,0,0,5,0,12,0,0,1,0,12,18,1,3,8,9,25,8,1,0,0,1,3,0,0,1,32,0,9,0,3,5,1,13,0,22,0,0,7,0,6,1,4,6,0,2,4,1,24,7,11,5,3,7
209,2,0,1,4,6,5,0,6,6,1,0,3,3,2,0,4,7,1,9,0,7,5,1,22,1,0,5,20,7,1,2,17,19,23,5,0,11,4,4,17,33,0,6,20,8,3,1,8,5,15,20,0,0,4,0,14,42,13,13,1,2,8,17,1,1,10,6,3,0,0,3,0,1,7,0,3,0,3,0,5,17,0,4,0,3,6,0,0,0,0,4,0,8,3,0,10,3,0,0,1,43,9,0,1,11,2,5,12,0,43,2,8,8,6,5,5,1,8,7,1,0,7,0,3,0,1,0,4,0,0,0,0,0,3,0,5,0,1,4,0,0,7,0,0,1,0,3,11,4,2,0,10,33,12,2,0,0,0,0,0,2,0,8,1,3,0,0,4,0,12,2,42,0,0,7,0,0,0,1,4,0,6,0,1,19,5,11,6,10,2
210,0,6,0,5,5,2,2,4,3,0,0,2,2,1,0,2,3,6,9,4,2,11,0,5,0,2,1,13,12,0,12,16,4,11,0,1,4,0,7,6,11,0,10,30,0,0,0,4,4,5,17,0,1,5,0,9,31,4,15,0,2,5,1,0,0,2,4,0,0,0,2,0,1,0,1,6,1,3,0,1,2,5,1,0,2,1,0,0,6,0,0,0,7,1,11,20,0,5,0,5,22,2,0,0,4,0,6,6,0,11,2,11,5,10,5,4,1,10,3,14,0,9,0,1,0,1,1,0,0,0,0,0,0,0,0,6,6,0,0,3,0,12,1,0,0,0,8,7,0,2,0,4,17,15,2,0,0,5,2,0,0,1,29,0,3,0,0,1,0,12,1,22,0,1,3,0,0,1,1,5,0,2,3,2,27,6,7,8,6,7
211,0,4,3,9,10,2,0,8,2,0,0,0,4,4,0,2,2,18,3,0,3,5,0,2,1,0,6,12,55,3,8,12,5,41,3,0,7,0,2,5,7,0,4,18,0,0,0,1,6,12,23,0,0,4,1,13,31,2,4,0,5,1,9,0,3,3,8,0,0,0,2,0,1,0,0,7,2,3,0,4,2,6,4,0,4,1,4,0,2,1,1,0,6,5,0,8,3,0,0,1,22,5,0,1,7,0,3,3,0,4,2,8,8,7,8,4,2,9,11,0,1,4,0,0,2,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,18,0,0,1,0,9,5,0,6,6,7,27,11,1,0,0,2,1,0,2,0,16,0,2,0,3,6,0,13,0,27,0,0,1,0,1,2,3,4,2,8,1,2,19,4,14,9,0,2
212,2,5,2,4,7,4,1,7,4,0,0,0,3,2,0,1,0,3,1,4,6,0,0,3,0,1,0,11,9,1,14,14,4,13,2,2,13,0,5,5,5,0,5,13,0,1,0,5,4,15,20,1,4,7,2,9,33,4,9,0,1,4,5,1,0,4,3,0,0,0,3,0,1,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,3,5,7,8,0,0,0,0,6,2,2,1,8,3,3,3,1,6,1,3,12,12,2,6,0,7,5,5,0,4,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,3,0,9,0,0,3,0,5,3,0,6,4,7,22,14,1,0,0,0,1,0,1,0,24,0,2,0,0,1,1,5,2,33,0,1,2,0,5,0,1,9,1,3,0,2,17,0,9,7,0,11
213,0,1,0,10,4,1,2,6,2,0,0,2,1,1,0,1,1,0,2,3,6,3,1,4,0,0,0,8,7,0,12,13,6,1,1,3,6,0,12,5,5,0,7,39,0,0,0,4,9,13,17,0,1,4,0,10,26,5,18,0,4,9,6,3,1,2,8,0,0,0,3,0,2,0,0,3,0,3,0,0,0,2,0,0,0,1,1,0,1,0,3,0,1,2,9,12,4,4,0,0,12,0,0,0,9,0,3,4,0,18,3,2,11,4,0,6,2,5,3,10,0,6,0,4,1,3,0,2,1,3,0,1,0,3,0,0,2,0,0,1,0,13,0,0,0,0,10,1,0,3,1,9,19,11,3,0,0,0,4,0,0,5,25,0,2,0,1,3,0,10,2,33,0,0,0,0,9,1,1,4,2,9,5,1,24,5,5,4,9,4
214,1,3,0,3,4,1,3,6,2,0,0,6,4,1,0,2,4,6,5,8,8,7,0,5,3,5,0,9,11,1,14,12,6,1,0,3,4,0,3,5,39,0,7,33,0,0,0,3,7,8,28,0,0,5,0,7,30,3,7,0,0,3,6,0,0,1,7,0,0,0,3,1,2,1,0,2,0,4,0,2,2,1,2,0,2,0,0,0,1,0,3,0,5,7,16,20,2,0,0,8,8,7,0,3,11,0,2,2,0,21,2,6,13,4,2,2,6,7,8,2,1,7,0,2,2,2,1,0,1,0,0,0,0,0,0,15,2,0,0,0,0,11,0,0,1,0,12,14,1,3,7,9,21,11,2,0,0,0,3,0,0,0,15,1,1,0,1,4,0,9,1,29,0,0,2,0,6,0,0,4,1,6,3,0,18,7,12,6,1,2
215,2,7,2,7,7,1,2,8,1,0,0,4,2,3,0,2,9,1,7,5,10,10,0,13,5,1,0,10,16,0,14,8,9,33,1,0,5,0,6,6,88,0,4,39,2,3,1,7,10,5,29,0,0,4,0,10,26,4,11,1,1,2,14,0,1,3,8,0,0,1,3,3,0,1,0,3,0,1,0,5,4,0,6,0,6,3,1,0,6,0,5,0,13,12,24,24,8,1,1,12,3,6,0,1,10,6,6,12,2,45,5,16,7,12,0,11,10,16,10,6,0,5,0,0,2,2,3,3,4,1,0,0,0,0,1,11,0,0,0,3,0,11,0,0,1,0,10,16,1,2,2,3,22,6,2,1,0,1,2,0,1,0,19,0,5,0,1,5,1,12,3,34,0,2,6,0,3,2,5,2,0,3,0,4,27,10,8,6,2,4
216,0,3,2,6,3,1,1,6,2,0,0,2,1,3,0,1,2,3,4,7,9,8,0,4,0,0,2,12,10,0,13,18,7,3,0,1,4,0,9,7,24,0,4,31,3,0,0,5,4,6,16,0,0,4,0,11,24,8,7,1,1,3,3,3,0,1,4,0,0,0,3,3,0,1,0,6,0,2,0,0,4,1,1,0,1,1,0,0,2,0,0,0,7,7,12,22,1,2,0,8,13,5,0,2,9,1,4,2,0,21,3,3,13,6,0,2,4,14,6,11,0,4,0,2,0,2,0,0,0,0,0,0,0,0,1,19,4,0,0,2,0,11,0,0,0,0,12,11,0,5,8,9,24,13,2,0,0,0,1,0,1,0,19,0,2,0,0,5,0,9,1,31,0,0,2,0,1,1,2,8,0,1,0,1,17,4,8,8,9,9
217,3,7,4,5,10,0,10,2,3,0,0,1,4,8,1,4,2,2,5,0,4,8,2,12,0,1,7,12,15,1,10,13,9,20,2,0,6,2,1,2,30,0,5,14,9,2,1,12,9,14,23,1,2,6,0,9,36,19,12,2,3,11,15,0,6,12,6,1,0,1,8,0,0,0,0,3,0,2,0,2,13,4,4,0,9,8,0,0,0,1,2,0,10,5,0,6,8,0,1,1,41,19,2,0,5,8,4,13,0,43,0,10,5,5,3,4,0,9,7,0,0,14,0,3,0,1,0,3,0,0,0,1,0,4,0,8,3,2,5,1,0,8,0,0,0,0,7,11,6,2,6,3,29,13,2,0,0,0,1,0,1,0,20,1,8,0,0,2,1,15,5,41,0,0,3,0,1,0,0,3,0,3,0,0,16,13,17,3,6,7
218,0,4,1,4,11,1,0,4,2,0,0,3,8,1,0,1,4,1,2,3,10,1,0,0,0,0,0,8,16,0,14,16,4,10,0,1,10,1,5,5,6,0,6,24,0,0,0,3,2,13,16,0,0,3,0,12,28,13,1,0,1,4,7,0,0,3,9,1,0,0,4,0,1,0,0,2,0,2,0,0,3,2,4,0,1,0,3,0,0,0,1,0,1,6,15,25,3,5,0,0,10,3,0,0,12,0,4,0,0,15,2,5,7,6,12,5,0,10,8,7,0,5,0,3,0,1,1,0,2,0,0,0,0,1,0,3,1,0,0,1,0,13,0,0,1,0,14,24,0,6,4,10,25,9,1,1,0,1,1,0,0,0,14,0,0,0,1,2,0,10,3,27,0,0,4,0,2,1,5,5,0,3,3,0,15,8,6,4,0,6
219,1,3,0,5,2,2,1,1,4,0,0,2,1,2,0,0,2,10,5,0,3,2,0,3,0,0,3,11,60,2,9,13,7,38,4,0,5,0,3,3,3,0,9,19,0,0,0,2,3,17,23,0,0,4,0,12,34,7,12,0,3,7,9,0,0,3,5,2,0,0,2,0,0,1,0,2,2,2,0,0,0,0,3,0,1,1,5,0,0,0,0,0,3,7,0,3,2,0,1,1,27,4,0,1,6,1,2,1,1,2,3,8,7,7,6,4,3,7,6,0,7,14,0,1,0,2,0,1,1,0,0,1,0,0,0,1,4,0,0,4,0,23,0,0,1,0,6,3,0,4,6,5,26,9,3,0,0,1,0,0,1,0,19,0,1,0,0,0,5,8,0,27,0,1,1,0,0,1,3,3,0,7,0,2,4,4,4,10,3,6
220,1,4,0,10,12,8,2,8,4,0,0,2,0,5,1,2,7,8,13,0,3,5,1,14,3,1,7,15,51,6,9,17,4,13,1,0,5,2,1,6,13,0,3,20,1,0,1,13,8,13,24,0,1,3,0,9,32,9,9,2,5,10,12,0,2,6,5,6,0,0,4,0,0,2,0,1,0,7,0,3,11,1,2,0,10,2,3,0,0,0,2,0,7,6,1,9,6,0,3,1,45,13,0,0,6,6,4,13,0,20,0,12,6,3,13,3,1,12,12,0,1,13,0,2,0,1,1,1,0,0,0,1,0,0,0,6,0,0,6,1,0,5,0,0,1,0,9,2,9,3,1,6,32,9,2,0,0,0,4,0,2,0,17,0,6,1,0,4,0,12,1,27,1,0,0,0,0,0,2,3,1,7,0,0,11,5,6,10,3,8
221,0,1,3,7,10,1,2,4,2,0,0,0,1,4,0,0,2,3,3,1,4,2,0,0,0,0,1,7,30,0,11,17,5,14,1,0,5,0,6,7,0,0,7,23,0,0,0,3,5,22,21,0,0,6,1,9,36,3,9,0,0,0,8,4,0,5,1,0,0,0,4,0,1,3,1,3,0,1,0,0,3,3,3,0,2,1,0,0,0,0,1,1,6,8,4,5,6,0,0,1,4,2,0,0,2,2,1,0,1,5,1,3,11,8,3,0,3,10,6,1,0,3,0,1,2,1,0,0,1,0,0,0,0,2,0,2,2,0,0,1,0,25,0,0,2,0,8,2,0,3,0,6,21,8,3,0,0,0,1,0,0,0,17,0,0,1,0,0,0,4,0,23,0,0,3,0,1,0,1,13,0,3,0,3,17,1,5,6,4,6
222,0,7,0,3,9,6,1,4,0,0,0,2,0,3,0,1,3,6,4,0,4,2,4,6,3,0,10,13,37,6,1,16,2,15,1,0,5,1,1,7,11,0,9,13,3,1,2,9,4,14,24,0,1,3,1,7,30,6,17,3,5,4,9,0,0,5,4,1,0,0,7,0,2,0,0,2,0,3,0,4,11,0,1,0,5,2,0,0,0,0,1,0,6,6,0,11,3,0,3,0,46,11,0,0,7,3,6,11,2,18,2,1,13,16,6,0,1,14,12,1,0,15,0,2,0,1,0,0,2,0,0,1,0,1,0,2,2,0,4,0,0,13,0,0,3,0,5,1,2,2,4,9,27,11,1,0,0,2,3,0,2,1,17,1,3,0,0,0,0,9,0,27,0,0,0,0,0,0,1,7,0,2,0,3,12,2,6,9,8,4
223,0,5,1,10,12,3,3,9,3,0,0,6,6,4,0,3,4,1,10,4,6,11,2,18,0,1,9,13,5,2,4,22,7,28,3,0,0,4,4,6,29,0,3,20,10,1,3,10,8,1,20,0,1,3,1,8,42,19,11,2,3,8,26,0,9,8,3,2,0,0,9,0,3,0,0,3,0,5,0,2,24,2,1,0,14,7,0,0,0,0,6,0,13,6,1,10,6,0,3,1,53,14,0,1,3,1,7,14,0,25,3,10,2,12,4,1,2,11,10,0,0,11,0,8,4,0,0,11,3,0,0,0,0,3,0,12,6,0,2,2,0,7,0,0,0,0,5,8,9,3,0,5,38,10,2,0,0,3,6,0,0,0,22,0,8,0,0,0,0,5,4,24,0,0,1,0,0,0,3,8,1,8,0,3,22,6,12,10,18,8
224,0,1,3,8,5,5,3,5,5,0,0,1,1,3,0,2,3,1,1,3,8,5,1,3,0,1,0,9,19,0,13,16,10,17,0,0,5,0,5,5,65,0,6,40,2,1,1,10,3,9,24,0,0,5,0,12,23,2,9,0,4,4,8,0,5,2,8,1,0,0,0,0,1,0,0,2,0,1,0,8,2,3,1,0,3,1,0,0,0,0,2,0,4,4,12,13,2,0,0,13,7,7,0,6,11,1,2,0,0,25,3,5,15,7,2,2,3,4,6,0,0,7,0,0,3,6,0,1,0,0,0,0,0,0,0,13,3,0,0,1,0,10,0,0,0,0,17,3,0,3,6,7,31,15,2,0,0,0,6,0,1,3,25,0,3,0,0,0,3,13,0,20,0,0,0,0,1,0,5,4,0,0,0,4,22,4,8,7,2,4
225,0,3,0,3,5,3,3,4,3,0,0,2,2,3,0,0,3,15,6,0,2,4,5,5,3,0,9,14,64,12,4,19,8,52,6,0,8,0,4,3,23,0,7,13,0,0,0,5,4,10,20,0,0,8,0,17,40,14,8,1,2,2,15,0,4,1,10,7,0,1,5,0,2,0,0,3,1,2,0,0,6,6,3,0,1,7,4,0,4,2,2,0,4,8,0,4,3,0,1,0,45,9,0,0,7,1,4,6,0,11,1,5,14,5,6,0,5,7,8,0,0,10,0,0,3,0,0,2,1,0,0,0,0,0,0,2,1,0,5,2,0,12,0,0,0,0,13,5,1,0,5,4,30,7,5,1,0,0,4,0,0,0,14,1,3,0,0,4,0,10,2,33,0,0,6,0,0,1,1,3,1,4,0,3,16,2,6,8,1,4
226,0,2,4,9,8,2,6,6,2,0,0,1,1,2,0,1,3,1,9,0,6,9,5,12,3,0,5,22,30,3,10,16,6,27,2,0,2,2,2,6,8,0,5,13,3,0,0,7,8,18,16,0,1,4,0,8,34,25,9,0,1,3,28,0,4,7,6,0,0,0,1,0,3,1,0,6,0,1,0,3,19,0,6,0,13,5,4,0,0,0,4,0,11,6,0,7,1,0,2,0,60,9,0,1,7,3,14,11,0,24,4,12,8,9,10,1,0,12,12,0,0,6,0,1,4,2,0,3,0,0,0,0,0,1,0,6,2,0,8,3,0,20,0,0,0,0,5,4,1,3,11,5,29,8,1,0,0,0,6,0,4,0,9,0,8,0,0,1,4,17,7,38,0,0,0,0,1,0,5,2,0,5,1,2,29,6,8,8,10,7
227,0,2,2,13,7,5,2,2,5,0,0,1,2,5,1,2,4,0,7,1,3,9,2,14,1,0,4,18,12,1,10,13,7,22,4,0,12,2,1,1,24,0,8,14,3,0,0,9,7,9,30,0,1,10,0,8,36,6,11,7,4,4,14,0,0,11,8,0,0,0,3,0,3,2,0,3,0,3,0,0,8,1,3,0,4,6,1,0,1,1,2,0,9,3,1,10,6,0,1,0,36,10,0,1,13,2,10,7,0,38,7,6,7,4,2,13,0,12,20,2,0,10,0,2,0,6,0,3,1,0,0,0,0,1,0,3,2,2,5,2,0,6,0,0,1,0,8,10,5,6,2,6,29,10,2,0,0,0,0,0,2,0,11,1,4,0,0,2,0,12,1,28,0,1,3,0,0,1,1,9,0,3,2,0,24,6,12,5,10,5
228,0,5,0,8,5,0,2,3,1,0,0,0,1,4,0,1,1,9,2,1,8,1,0,1,0,1,0,7,23,2,14,23,4,10,2,2,7,0,5,7,0,2,3,21,1,0,0,2,3,15,20,0,0,3,0,12,26,5,12,2,3,3,7,0,3,4,8,0,0,0,3,0,0,6,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,5,11,2,1,0,0,9,1,0,1,9,0,2,0,0,1,1,3,7,4,0,2,2,8,13,1,0,6,0,1,2,0,0,0,0,0,0,0,0,0,1,16,1,0,0,1,0,10,0,0,2,0,11,7,0,2,3,8,24,15,2,0,0,0,2,0,0,0,22,0,2,0,0,0,0,4,0,27,0,0,4,0,3,1,2,2,0,7,1,5,17,8,7,7,6,5
229,0,4,0,4,11,1,0,3,4,0,0,0,5,2,0,2,2,11,5,2,8,9,0,2,0,0,3,12,57,3,8,18,10,44,5,0,4,0,0,7,12,0,9,18,4,0,0,2,3,20,18,0,0,4,1,8,25,5,10,1,4,6,13,0,3,7,10,5,0,2,5,0,1,0,0,5,0,5,0,1,1,3,1,0,2,1,2,0,2,0,1,0,4,16,1,5,4,0,0,0,23,3,0,3,7,1,11,6,0,12,0,3,5,3,6,3,1,8,3,3,1,6,0,1,5,3,0,0,1,0,0,0,0,0,0,3,1,0,0,1,0,9,0,0,2,0,11,2,0,1,2,8,26,14,2,0,0,0,11,0,1,0,24,0,5,0,0,4,0,5,1,31,0,0,8,0,2,1,3,8,3,6,0,4,23,6,6,5,2,4
230,0,4,2,6,7,5,0,4,2,0,0,1,4,1,0,1,3,14,5,0,4,1,2,0,3,0,7,14,57,5,5,13,5,32,1,0,6,1,3,1,9,0,4,18,5,0,0,3,6,15,30,0,1,5,0,10,30,10,9,5,3,3,11,0,4,8,8,3,0,0,5,0,1,0,0,3,0,1,0,1,7,1,2,0,3,7,5,0,1,1,3,0,8,6,0,10,2,0,2,0,56,11,0,2,6,2,4,2,0,10,0,4,10,3,9,2,0,15,1,0,1,7,0,3,0,0,0,0,1,0,0,2,0,0,0,1,1,0,6,0,0,11,0,0,0,0,11,5,1,4,5,8,31,12,5,0,0,0,0,0,0,1,18,0,5,0,1,2,0,4,1,19,0,0,0,0,0,0,4,2,0,5,0,2,25,7,8,10,1,3
231,1,0,0,6,2,3,0,10,5,0,0,0,3,4,0,0,3,7,2,7,14,6,0,1,1,2,0,7,3,0,11,19,9,0,0,2,5,0,7,4,24,0,3,29,0,0,1,6,9,12,20,0,0,7,0,5,32,7,11,0,5,2,4,2,3,4,2,0,0,0,7,0,2,0,0,1,0,2,0,3,2,0,2,0,1,3,0,0,6,0,0,0,7,1,12,9,2,3,0,14,7,3,0,3,11,0,4,2,1,10,1,3,10,8,0,1,3,13,6,4,0,3,0,7,1,3,0,0,0,3,0,0,0,1,0,14,2,0,0,3,0,13,0,0,1,0,9,5,0,5,5,11,28,9,3,0,0,0,3,0,1,2,19,0,1,1,0,9,0,9,1,29,0,0,2,0,8,2,5,2,0,6,6,4,29,7,10,14,2,13
232,0,0,0,4,5,2,2,5,3,0,0,3,0,2,0,2,7,4,5,4,0,2,0,6,1,3,0,3,6,1,8,16,6,14,1,0,1,0,5,8,59,0,2,37,0,0,1,4,4,11,24,0,0,3,0,9,30,3,7,0,1,2,13,0,2,3,6,0,0,0,2,4,2,0,0,4,0,2,0,2,2,0,1,0,4,1,0,1,1,0,4,0,7,11,15,21,2,1,0,14,13,6,0,3,13,2,1,5,1,33,2,8,10,6,0,6,7,13,6,1,0,6,0,2,0,0,2,0,0,0,0,0,0,0,0,10,1,0,0,2,0,13,0,0,0,0,6,2,1,1,5,5,27,13,6,0,0,1,4,0,0,0,22,2,6,0,3,2,2,6,2,29,0,0,2,0,6,0,3,6,0,6,2,2,23,9,8,11,2,9
233,3,5,0,6,4,3,4,10,6,0,0,1,2,4,0,2,3,6,5,0,2,0,0,0,0,0,0,7,4,0,9,8,8,13,2,0,4,0,4,10,58,0,4,30,1,0,1,3,3,3,19,0,0,5,0,9,27,10,6,1,3,6,4,1,1,1,12,1,0,0,2,0,0,0,0,2,0,2,0,8,0,0,0,0,1,0,0,0,0,0,0,0,9,7,11,12,1,0,0,9,4,5,0,3,9,0,4,3,0,23,2,5,10,10,4,2,8,2,3,0,0,15,0,1,1,1,0,2,1,0,0,1,0,1,0,12,1,0,0,1,0,12,0,0,0,0,12,9,0,0,2,3,26,11,1,0,0,1,1,0,1,3,23,0,1,0,1,0,0,11,0,31,0,0,1,0,1,0,8,2,0,3,0,2,8,7,11,6,1,7
